date,close,volume
2025-05-09,33.82,973800
2025-05-12,34.56,969300
2025-05-13,34.16,760100
2025-05-14,33.68,659600
2025-05-15,34.25,787700
2025-05-16,35.8,917800
2025-05-19,35.99,868100
2025-05-20,34.7,633900
2025-05-21,34.15,571200
2025-05-22,34.34,828300
2025-05-23,33.23,715900
2025-05-27,33.14,602200
2025-05-28,31.78,826100
2025-05-29,31.95,433400
2025-05-30,31.84,984600
2025-06-02,31.46,1501900
2025-06-03,31.3,1097400
2025-06-04,30.69,688700
2025-06-05,30.52,610600
2025-06-06,30.88,822500
2025-06-09,31.52,913300
2025-06-10,32.65,600900
2025-06-11,32.13,552100
2025-06-12,32.19,561200
2025-06-13,31.65,637500
2025-06-16,32.21,673700
2025-06-17,34.32,1367700
2025-06-18,35.75,1426200
2025-06-20,36.23,1382700
2025-06-23,36.1,584000
2025-06-24,36.96,764300
2025-06-25,37.56,660400
2025-06-26,37.36,792100
2025-06-27,38.83,1508900
2025-06-30,38.52,853300
2025-07-01,39.42,779400
2025-07-02,39.54,748600
2025-07-03,38.91,385800
2025-07-07,38.3,658000
2025-07-08,39.05,977100
2025-07-09,39.16,725200
2025-07-10,38.91,473300
2025-07-11,38.17,457100
2025-07-14,38.21,426100
2025-07-15,37.79,819100
2025-07-16,36.8,540100
2025-07-17,37.35,478000
2025-07-18,37.4,350200
2025-07-21,36.91,653900
2025-07-22,37.55,654000
2025-07-23,39.51,1735400
2025-07-24,36.42,1112800
2025-07-25,36.38,637300
2025-07-28,36.29,954500
2025-07-29,37.04,736400
2025-07-30,37.56,1316100
2025-07-31,37.2,824600
2025-08-01,35.27,640900
2025-08-04,36.31,493500
2025-08-05,36.38,763600
2025-08-06,37.3,1251900
2025-08-07,43.86,3060100
2025-08-08,45.48,2163300
2025-08-11,46.15,1643300
2025-08-12,46.21,1191200
2025-08-13,47.74,1097300
2025-08-14,47.75,933400
2025-08-15,47.75,846000
2025-08-18,49.4,824300
2025-08-19,48.58,1498600
2025-08-20,49.79,1652000
2025-08-21,50.19,1192100
2025-08-22,50.94,880800
2025-08-25,51.7,1038400
2025-08-26,51.23,1128300
2025-08-27,52.41,1179700
2025-08-28,51.38,856500
2025-08-29,51.09,952900
2025-09-02,51.9,1332300
2025-09-03,49.27,1160500
2025-09-04,51.6,1459600
2025-09-05,51.12,556200
2025-09-08,47.25,2544300
2025-09-09,47.41,1269200
2025-09-10,47.105,945300
2025-09-11,48.48,675100
2025-09-12,48.56,707100
2025-09-15,47.06,632900
2025-09-16,47.05,817700
2025-09-17,44.8,1026100
2025-09-18,46.17,1049400
2025-09-19,44.41,1480200
2025-09-22,44.33,931100
2025-09-23,43.53,647100
2025-09-24,41.9,1053100
2025-09-25,40.86,1433700
2025-09-26,42.3,1080400
2025-09-29,41.935,971500
2025-09-30,41.15,1099200
2025-10-01,40.66,1684600
2025-10-02,41.21,1104100
2025-10-03,42.02,1337500
2025-10-06,41.89,870100
2025-10-07,43.83,930200
2025-10-08,44.61,1003500
2025-10-09,43.68,927900
2025-10-10,43.4,630300
2025-10-13,41.56,672200
2025-10-14,41.98,844900
2025-10-15,39.3,1112600
2025-10-16,40.37,997300
2025-10-17,40.85,1009300
2025-10-20,39.9,820300
2025-10-21,38.13,1065800
2025-10-22,38.28,1222200
2025-10-23,38.11,1405700
2025-10-24,38.38,833800
2025-10-27,36.64,1508100
2025-10-28,34.88,1765900
2025-10-29,34.89,1523100
2025-10-30,33.29,1590500
2025-10-31,32.85,1098500
2025-11-03,32.18,2666400
2025-11-04,37.37,3673200
2025-11-05,35.67,2454100
2025-11-06,35.48,1612600
2025-11-07,34.68,1091800
2025-11-10,32.97,1343300
2025-11-11,32.87,1284000
2025-11-12,32.52,933700
2025-11-13,32.64,868400
2025-11-14,32.18,747200
2025-11-17,30.74,1163300
2025-11-18,31.69,1597300
2025-11-19,32.43,1429500
2025-11-20,31.96,1327700
2025-11-21,32.06,1292700
2025-11-24,30.67,1487800
2025-11-25,31.35,1426500
2025-11-26,32.12,1237200
2025-11-28,32.7,545300
2025-12-01,32.92,2070900
2025-12-02,31.16,1250700
2025-12-03,30.52,5420700
2025-12-04,31.46,1510700
2025-12-05,31.73,5184600
2025-12-08,31.73,1630000
2025-12-09,33.33,4506700
2025-12-10,33.94,8056000
2025-12-11,33.99,2189400
2025-12-12,34.3,1505800
2025-12-15,34.53,3407700
2025-12-16,32.2,3569100
2025-12-17,32.79,1973900
2025-12-18,32.25,1893900
2025-12-19,33.38,1376700
2025-12-22,32.67,1289100
2025-12-23,32.59,1411300
2025-12-24,32.68,568600
2025-12-26,31.73,660300
2025-12-29,32.51,864700
2025-12-30,32.99,720100
2025-12-31,31.94,1442500
2026-01-02,29.82,1782800
2026-01-05,29.7,1705900
2026-01-06,30.03,1422200
2026-01-07,30.04,1264000
2026-01-08,30.06,1027900
2026-01-09,30.9,887300
2026-01-12,30.81,971500
2026-01-13,30.59,1122600
2026-01-14,29.55,1226700
2026-01-15,29.49,804100
2026-01-16,29.25,958400
2026-01-20,27.46,4069300
2026-01-21,27.3,2861200
2026-01-22,30.11,2678200
2026-01-23,28.38,1621800
2026-01-26,27.5,1673900
2026-01-27,27.8,1335000
2026-01-28,27.21,1370100
2026-01-29,28.13,1241600
2026-01-30,28.45,1426800
2026-02-02,27.44,1149000
2026-02-03,26.72,1886900
2026-02-04,26.82,1914200
2026-02-05,26.19,1223200
2026-02-06,26.85,1030900
2026-02-09,26.12,1155100
2026-02-10,26.15,1513800
2026-02-11,25.8,1654200
2026-02-12,27.71,1411500
2026-02-13,28.41,1075000
2026-02-17,28.24,2035000
2026-02-18,27.47,1777500
2026-02-19,27.55,1123400
2026-02-20,27.17,1273300
2026-02-23,25.57,2210800
2026-02-24,25.76,1842900
2026-02-25,24.79,2459700
2026-02-26,22.11,12842400
2026-02-27,21.09,3750800
2026-03-02,20.12,2342000
2026-03-03,20.3,3749900
2026-03-04,20.01,1950200
2026-03-05,19.89,2180900
2026-03-06,19.89,1654100
2026-03-09,19.1,2235400
2026-03-10,18.06,1533500
2026-03-11,17.62,2171900
2026-03-12,17.47,2656500
2026-03-13,17.21,2017100
2026-03-16,16.21,3439900
2026-03-17,15.7,2618800
2026-03-18,15.16,3819800
2026-03-19,15.33,3470700
2026-03-20,14.51,4209400
2026-03-23,13.69,3172100
2026-03-24,13.8,2890400
2026-03-25,13.54,3052800
2026-03-26,13.01,2197200
2026-03-27,13.14,2364600
2026-03-30,13.2,2575000
2026-03-31,14.12,2980300
2026-04-01,13.4,2983600
2026-04-02,12.59,3447500
2026-04-06,13.11,2163900
2026-04-07,13.55,3127400
2026-04-08,12.77,3334400
2026-04-09,12.99,2280500
2026-04-10,13.04,2271200
2026-04-13,12.75,1640100
2026-04-14,12.75,1744800
2026-04-15,12.26,2708300
2026-04-16,12.47,2332500
2026-04-17,12.29,2341200
2026-04-20,12.8,2781400
2026-04-21,13.13,2461300
2026-04-22,12.5,2349200
2026-04-23,12.73,2136600
2026-04-24,12.64,1853900
2026-04-27,13.17,2786600
2026-04-28,12.96,2445200
2026-04-29,12.1,4582400
2026-04-30,13.65,4168100
2026-05-01,14.18,3218200
2026-05-04,13.0,3185700
2026-05-05,12.8,3678800
2026-05-06,12.0,5202100
2026-05-07,9.52,19560700
2026-05-08,8.94,6525700
2026-05-11,8.74,5284700
2026-05-12,8.65,3791300
2026-05-13,8.33,4268800
2026-05-14,8.51,3177400
2026-05-15,8.48,4427200
2026-05-18,8.28,4204000
2026-05-19,9.17,4304900
2026-05-20,9.78,2128523
